SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME,INDEX
NSE,D,56914,OPTIDX,0,NIFTY-May2024-22400-PE,25.0,NIFTY 30 MAY 22400 PUT,2024-05-30,22400.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56915,OPTIDX,0,NIFTY-May2024-22450-CE,25.0,NIFTY 30 MAY 22450 CALL,2024-05-30,22450.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56916,OPTIDX,0,NIFTY-May2024-22450-PE,25.0,NIFTY 30 MAY 22450 PUT,2024-05-30,22450.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56917,OPTIDX,0,NIFTY-May2024-22500-CE,25.0,NIFTY 30 MAY 22500 CALL,2024-05-30,22500.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56918,OPTIDX,0,NIFTY-May2024-22500-PE,25.0,NIFTY 30 MAY 22500 PUT,2024-05-30,22500.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56919,OPTIDX,0,NIFTY-May2024-22550-CE,25.0,NIFTY 30 MAY 22550 CALL,2024-05-30,22550.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56920,OPTIDX,0,NIFTY-May2024-22550-PE,25.0,NIFTY 30 MAY 22550 PUT,2024-05-30,22550.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56921,OPTIDX,0,NIFTY-May2024-22600-CE,25.0,NIFTY 30 MAY 22600 CALL,2024-05-30,22600.0,CE,5.0,M,OP,,,NIFTY
BSE,D,860322,OPTIDX,0,SENSEX50-May2024-22100-CE,25.0,SENSEX50 30 MAY 22100 CALL,2024-05-30,22100.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
NSE,D,56912,OPTIDX,0,NIFTY-May2024-22350-PE,25.0,NIFTY 30 MAY 22350 PUT,2024-05-30,22350.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56913,OPTIDX,0,NIFTY-May2024-22400-CE,25.0,NIFTY 30 MAY 22400 CALL,2024-05-30,22400.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56986,OPTIDX,0,NIFTY-May2024-24200-PE,25.0,NIFTY 30 MAY 24200 PUT,2024-05-30,24200.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56901,OPTIDX,0,NIFTY-May2024-22100-CE,25.0,NIFTY 30 MAY 22100 CALL,2024-05-30,22100.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56875,OPTIDX,0,NIFTY-May2024-21450-CE,25.0,NIFTY 30 MAY 21450 CALL,2024-05-30,21450.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56876,OPTIDX,0,NIFTY-May2024-21450-PE,25.0,NIFTY 30 MAY 21450 PUT,2024-05-30,21450.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56877,OPTIDX,0,NIFTY-May2024-21500-CE,25.0,NIFTY 30 MAY 21500 CALL,2024-05-30,21500.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56878,OPTIDX,0,NIFTY-May2024-21500-PE,25.0,NIFTY 30 MAY 21500 PUT,2024-05-30,21500.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56879,OPTIDX,0,NIFTY-May2024-21550-CE,25.0,NIFTY 30 MAY 21550 CALL,2024-05-30,21550.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56880,OPTIDX,0,NIFTY-May2024-21550-PE,25.0,NIFTY 30 MAY 21550 PUT,2024-05-30,21550.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56881,OPTIDX,0,NIFTY-May2024-21600-CE,25.0,NIFTY 30 MAY 21600 CALL,2024-05-30,21600.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56882,OPTIDX,0,NIFTY-May2024-21600-PE,25.0,NIFTY 30 MAY 21600 PUT,2024-05-30,21600.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56883,OPTIDX,0,NIFTY-May2024-21650-CE,25.0,NIFTY 30 MAY 21650 CALL,2024-05-30,21650.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56884,OPTIDX,0,NIFTY-May2024-21650-PE,25.0,NIFTY 30 MAY 21650 PUT,2024-05-30,21650.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56885,OPTIDX,0,NIFTY-May2024-21700-CE,25.0,NIFTY 30 MAY 21700 CALL,2024-05-30,21700.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56886,OPTIDX,0,NIFTY-May2024-21700-PE,25.0,NIFTY 30 MAY 21700 PUT,2024-05-30,21700.0,PE,5.0,M,OP,,,NIFTY
BSE,D,860702,OPTIDX,0,SENSEX50-May2024-23400-PE,25.0,SENSEX50 30 MAY 23400 PUT,2024-05-30,23400.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
NSE,D,56887,OPTIDX,0,NIFTY-May2024-21750-CE,25.0,NIFTY 30 MAY 21750 CALL,2024-05-30,21750.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56889,OPTIDX,0,NIFTY-May2024-21800-CE,25.0,NIFTY 30 MAY 21800 CALL,2024-05-30,21800.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56890,OPTIDX,0,NIFTY-May2024-21800-PE,25.0,NIFTY 30 MAY 21800 PUT,2024-05-30,21800.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56891,OPTIDX,0,NIFTY-May2024-21850-CE,25.0,NIFTY 30 MAY 21850 CALL,2024-05-30,21850.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56892,OPTIDX,0,NIFTY-May2024-21850-PE,25.0,NIFTY 30 MAY 21850 PUT,2024-05-30,21850.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56893,OPTIDX,0,NIFTY-May2024-21900-CE,25.0,NIFTY 30 MAY 21900 CALL,2024-05-30,21900.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56894,OPTIDX,0,NIFTY-May2024-21900-PE,25.0,NIFTY 30 MAY 21900 PUT,2024-05-30,21900.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56895,OPTIDX,0,NIFTY-May2024-21950-CE,25.0,NIFTY 30 MAY 21950 CALL,2024-05-30,21950.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56896,OPTIDX,0,NIFTY-May2024-21950-PE,25.0,NIFTY 30 MAY 21950 PUT,2024-05-30,21950.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56897,OPTIDX,0,NIFTY-May2024-22000-CE,25.0,NIFTY 30 MAY 22000 CALL,2024-05-30,22000.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56898,OPTIDX,0,NIFTY-May2024-22000-PE,25.0,NIFTY 30 MAY 22000 PUT,2024-05-30,22000.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56899,OPTIDX,0,NIFTY-May2024-22050-CE,25.0,NIFTY 30 MAY 22050 CALL,2024-05-30,22050.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56900,OPTIDX,0,NIFTY-May2024-22050-PE,25.0,NIFTY 30 MAY 22050 PUT,2024-05-30,22050.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56888,OPTIDX,0,NIFTY-May2024-21750-PE,25.0,NIFTY 30 MAY 21750 PUT,2024-05-30,21750.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56874,OPTIDX,0,NIFTY-May2024-21400-PE,25.0,NIFTY 30 MAY 21400 PUT,2024-05-30,21400.0,PE,5.0,M,OP,,,NIFTY
BSE,D,860789,OPTIDX,0,SENSEX50-May2024-23150-PE,25.0,SENSEX50 30 MAY 23150 PUT,2024-05-30,23150.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,860918,OPTIDX,0,SENSEX50-May2024-23300-CE,25.0,SENSEX50 30 MAY 23300 CALL,2024-05-30,23300.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863296,OPTIDX,0,SENSEX50-May2024-23000-PE,25.0,SENSEX50 30 MAY 23000 PUT,2024-05-30,23000.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863342,OPTIDX,0,SENSEX50-May2024-23900-PE,25.0,SENSEX50 30 MAY 23900 PUT,2024-05-30,23900.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863373,OPTIDX,0,SENSEX50-May2024-22300-CE,25.0,SENSEX50 30 MAY 22300 CALL,2024-05-30,22300.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863486,OPTIDX,0,SENSEX50-May2024-22950-CE,25.0,SENSEX50 30 MAY 22950 CALL,2024-05-30,22950.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863544,OPTIDX,0,SENSEX50-May2024-22600-PE,25.0,SENSEX50 30 MAY 22600 PUT,2024-05-30,22600.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863645,OPTIDX,0,SENSEX50-May2024-22350-PE,25.0,SENSEX50 30 MAY 22350 PUT,2024-05-30,22350.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863684,OPTIDX,0,SENSEX50-May2024-23200-PE,25.0,SENSEX50 30 MAY 23200 PUT,2024-05-30,23200.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863773,OPTIDX,0,SENSEX50-May2024-22500-CE,25.0,SENSEX50 30 MAY 22500 CALL,2024-05-30,22500.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863861,OPTIDX,0,SENSEX50-May2024-22250-CE,25.0,SENSEX50 30 MAY 22250 CALL,2024-05-30,22250.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863946,OPTIDX,0,SENSEX50-May2024-22800-PE,25.0,SENSEX50 30 MAY 22800 PUT,2024-05-30,22800.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864041,OPTIDX,0,SENSEX50-May2024-22550-PE,25.0,SENSEX50 30 MAY 22550 PUT,2024-05-30,22550.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864121,OPTIDX,0,SENSEX50-May2024-24100-CE,25.0,SENSEX50 30 MAY 24100 CALL,2024-05-30,24100.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863266,OPTIDX,0,SENSEX50-May2024-22150-PE,25.0,SENSEX50 30 MAY 22150 PUT,2024-05-30,22150.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864167,OPTIDX,0,SENSEX50-May2024-22700-CE,25.0,SENSEX50 30 MAY 22700 CALL,2024-05-30,22700.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864289,OPTIDX,0,SENSEX50-May2024-22100-PE,25.0,SENSEX50 30 MAY 22100 PUT,2024-05-30,22100.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864410,OPTIDX,0,SENSEX50-May2024-22750-PE,25.0,SENSEX50 30 MAY 22750 PUT,2024-05-30,22750.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864519,OPTIDX,0,SENSEX50-May2024-22900-CE,25.0,SENSEX50 30 MAY 22900 CALL,2024-05-30,22900.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864566,OPTIDX,0,SENSEX50-May2024-24050-CE,25.0,SENSEX50 30 MAY 24050 CALL,2024-05-30,24050.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864614,OPTIDX,0,SENSEX50-May2024-22650-CE,25.0,SENSEX50 30 MAY 22650 CALL,2024-05-30,22650.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864664,OPTIDX,0,SENSEX50-May2024-22300-PE,25.0,SENSEX50 30 MAY 22300 PUT,2024-05-30,22300.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864786,OPTIDX,0,SENSEX50-May2024-22950-PE,25.0,SENSEX50 30 MAY 22950 PUT,2024-05-30,22950.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
NSE,D,56798,OPTIDX,0,NIFTY-May2024-19500-PE,25.0,NIFTY 30 MAY 19500 PUT,2024-05-30,19500.0,PE,5.0,M,OP,,,NIFTY
BSE,D,864988,OPTIDX,0,SENSEX50-May2024-22850-CE,25.0,SENSEX50 30 MAY 22850 CALL,2024-05-30,22850.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,865045,OPTIDX,0,SENSEX50-May2024-22500-PE,25.0,SENSEX50 30 MAY 22500 PUT,2024-05-30,22500.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,865134,OPTIDX,0,SENSEX50-May2024-22250-PE,25.0,SENSEX50 30 MAY 22250 PUT,2024-05-30,22250.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,865219,OPTIDX,0,SENSEX50-May2024-23850-CE,25.0,SENSEX50 30 MAY 23850 CALL,2024-05-30,23850.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,864255,OPTIDX,0,SENSEX50-May2024-22450-CE,25.0,SENSEX50 30 MAY 22450 CALL,2024-05-30,22450.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,860831,OPTIDX,0,SENSEX50-May2024-24000-PE,25.0,SENSEX50 30 MAY 24000 PUT,2024-05-30,24000.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863122,OPTIDX,0,SENSEX50-May2024-22750-CE,25.0,SENSEX50 30 MAY 22750 CALL,2024-05-30,22750.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862955,OPTIDX,0,SENSEX50-May2024-23700-PE,25.0,SENSEX50 30 MAY 23700 PUT,2024-05-30,23700.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,860999,OPTIDX,0,SENSEX50-May2024-23050-CE,25.0,SENSEX50 30 MAY 23050 CALL,2024-05-30,23050.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861037,OPTIDX,0,SENSEX50-May2024-23950-CE,25.0,SENSEX50 30 MAY 23950 CALL,2024-05-30,23950.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861080,OPTIDX,0,SENSEX50-May2024-23600-PE,25.0,SENSEX50 30 MAY 23600 PUT,2024-05-30,23600.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861158,OPTIDX,0,SENSEX50-May2024-23350-PE,25.0,SENSEX50 30 MAY 23350 PUT,2024-05-30,23350.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861282,OPTIDX,0,SENSEX50-May2024-23500-CE,25.0,SENSEX50 30 MAY 23500 CALL,2024-05-30,23500.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861365,OPTIDX,0,SENSEX50-May2024-23250-CE,25.0,SENSEX50 30 MAY 23250 CALL,2024-05-30,23250.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861442,OPTIDX,0,SENSEX50-May2024-23800-PE,25.0,SENSEX50 30 MAY 23800 PUT,2024-05-30,23800.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861516,OPTIDX,0,SENSEX50-May2024-23550-PE,25.0,SENSEX50 30 MAY 23550 PUT,2024-05-30,23550.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861654,OPTIDX,0,SENSEX50-May2024-23700-CE,25.0,SENSEX50 30 MAY 23700 CALL,2024-05-30,23700.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861741,OPTIDX,0,SENSEX50-May2024-23450-CE,25.0,SENSEX50 30 MAY 23450 CALL,2024-05-30,23450.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861801,OPTIDX,0,SENSEX50-May2024-23100-PE,25.0,SENSEX50 30 MAY 23100 PUT,2024-05-30,23100.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861915,OPTIDX,0,SENSEX50-May2024-23750-PE,25.0,SENSEX50 30 MAY 23750 PUT,2024-05-30,23750.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,863034,OPTIDX,0,SENSEX50-May2024-23450-PE,25.0,SENSEX50 30 MAY 23450 PUT,2024-05-30,23450.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,861982,OPTIDX,0,SENSEX50-May2024-23000-CE,25.0,SENSEX50 30 MAY 23000 CALL,2024-05-30,23000.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862114,OPTIDX,0,SENSEX50-May2024-23650-CE,25.0,SENSEX50 30 MAY 23650 CALL,2024-05-30,23650.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862178,OPTIDX,0,SENSEX50-May2024-23300-PE,25.0,SENSEX50 30 MAY 23300 PUT,2024-05-30,23300.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862263,OPTIDX,0,SENSEX50-May2024-23050-PE,25.0,SENSEX50 30 MAY 23050 PUT,2024-05-30,23050.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862323,OPTIDX,0,SENSEX50-May2024-23950-PE,25.0,SENSEX50 30 MAY 23950 PUT,2024-05-30,23950.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862364,OPTIDX,0,SENSEX50-May2024-22350-CE,25.0,SENSEX50 30 MAY 22350 CALL,2024-05-30,22350.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862407,OPTIDX,0,SENSEX50-May2024-23200-CE,25.0,SENSEX50 30 MAY 23200 CALL,2024-05-30,23200.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862587,OPTIDX,0,SENSEX50-May2024-23500-PE,25.0,SENSEX50 30 MAY 23500 PUT,2024-05-30,23500.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862659,OPTIDX,0,SENSEX50-May2024-22800-CE,25.0,SENSEX50 30 MAY 22800 CALL,2024-05-30,22800.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862667,OPTIDX,0,SENSEX50-May2024-23250-PE,25.0,SENSEX50 30 MAY 23250 PUT,2024-05-30,23250.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862748,OPTIDX,0,SENSEX50-May2024-22550-CE,25.0,SENSEX50 30 MAY 22550 CALL,2024-05-30,22550.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862807,OPTIDX,0,SENSEX50-May2024-23400-CE,25.0,SENSEX50 30 MAY 23400 CALL,2024-05-30,23400.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862917,OPTIDX,0,SENSEX50-May2024-22850-PE,25.0,SENSEX50 30 MAY 22850 PUT,2024-05-30,22850.0,PE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
BSE,D,862023,OPTIDX,0,SENSEX50-May2024-23900-CE,25.0,SENSEX50 30 MAY 23900 CALL,2024-05-30,23900.0,CE,5.0,M,OPTIDX,,SX50OPT,SENSEX50
NSE,D,56873,OPTIDX,0,NIFTY-May2024-21400-CE,25.0,NIFTY 30 MAY 21400 CALL,2024-05-30,21400.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56870,OPTIDX,0,NIFTY-May2024-21300-PE,25.0,NIFTY 30 MAY 21300 PUT,2024-05-30,21300.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56871,OPTIDX,0,NIFTY-May2024-21350-CE,25.0,NIFTY 30 MAY 21350 CALL,2024-05-30,21350.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56775,OPTIDX,0,NIFTY-May2024-18950-CE,25.0,NIFTY 30 MAY 18950 CALL,2024-05-30,18950.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56807,OPTIDX,0,NIFTY-May2024-19750-CE,25.0,NIFTY 30 MAY 19750 CALL,2024-05-30,19750.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56774,OPTIDX,0,NIFTY-May2024-18900-PE,25.0,NIFTY 30 MAY 18900 PUT,2024-05-30,18900.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56773,OPTIDX,0,NIFTY-May2024-18900-CE,25.0,NIFTY 30 MAY 18900 CALL,2024-05-30,18900.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56772,OPTIDX,0,NIFTY-May2024-18850-PE,25.0,NIFTY 30 MAY 18850 PUT,2024-05-30,18850.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56808,OPTIDX,0,NIFTY-May2024-19750-PE,25.0,NIFTY 30 MAY 19750 PUT,2024-05-30,19750.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56771,OPTIDX,0,NIFTY-May2024-18850-CE,25.0,NIFTY 30 MAY 18850 CALL,2024-05-30,18850.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56770,OPTIDX,0,NIFTY-May2024-18800-PE,25.0,NIFTY 30 MAY 18800 PUT,2024-05-30,18800.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56769,OPTIDX,0,NIFTY-May2024-18800-CE,25.0,NIFTY 30 MAY 18800 CALL,2024-05-30,18800.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56768,OPTIDX,0,NIFTY-May2024-18750-PE,25.0,NIFTY 30 MAY 18750 PUT,2024-05-30,18750.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56767,OPTIDX,0,NIFTY-May2024-18750-CE,25.0,NIFTY 30 MAY 18750 CALL,2024-05-30,18750.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56809,OPTIDX,0,NIFTY-May2024-19800-CE,25.0,NIFTY 30 MAY 19800 CALL,2024-05-30,19800.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56766,OPTIDX,0,NIFTY-May2024-18700-PE,25.0,NIFTY 30 MAY 18700 PUT,2024-05-30,18700.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56810,OPTIDX,0,NIFTY-May2024-19800-PE,25.0,NIFTY 30 MAY 19800 PUT,2024-05-30,19800.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56811,OPTIDX,0,NIFTY-May2024-19850-CE,25.0,NIFTY 30 MAY 19850 CALL,2024-05-30,19850.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56765,OPTIDX,0,NIFTY-May2024-18700-CE,25.0,NIFTY 30 MAY 18700 CALL,2024-05-30,18700.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56812,OPTIDX,0,NIFTY-May2024-19850-PE,25.0,NIFTY 30 MAY 19850 PUT,2024-05-30,19850.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56813,OPTIDX,0,NIFTY-May2024-19900-CE,25.0,NIFTY 30 MAY 19900 CALL,2024-05-30,19900.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56814,OPTIDX,0,NIFTY-May2024-19900-PE,25.0,NIFTY 30 MAY 19900 PUT,2024-05-30,19900.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56764,OPTIDX,0,NIFTY-May2024-18650-PE,25.0,NIFTY 30 MAY 18650 PUT,2024-05-30,18650.0,PE,5.0,M,OP,,,NIFTY
NSE,D,56763,OPTIDX,0,NIFTY-May2024-18650-CE,25.0,NIFTY 30 MAY 18650 CALL,2024-05-30,18650.0,CE,5.0,M,OP,,,NIFTY
NSE,D,56762,OPTIDX,0,NIFTY-May2024-18600-PE,25.0,NIFTY 30 MAY 18600 PUT,2024-05-30,18600.0,PE,5.0,M,OP,,,NIFTY
